Name	PermID	Reference	Chrom	Offsets	AvgAe	Source
mh03LV-06	MHDBM-a3596593	GRCh38	chr3	11914400,11914412,11914417,11914424,11914432,11914446,11914463,11914470,11914472,11914483,11914484,11914497,11914511,11914526,11914537,11914597		10.1016/j.fsigen.2018.05.001
mh03CP-005	MHDBM-18771df9	GRCh38	chr3	15643038,15643040,15643041,15643049	3.5345	ALFRED
mh03NH-07	MHDBM-77f3d5d4	GRCh38	chr3	20095118,20095152,20095190	2.8022	10.1016/j.legalmed.2015.06.003
mh03USC-3pB	MHDBM-0630ddcc	GRCh38	chr3	42883132,42883149,42883185,42883190,42883198		10.1016/j.fsigen.2019.102213
mh03KK-007	MHDBM-095cdb0b	GRCh38	chr3	46310863,46310892	2.2805	ALFRED
mh03AT-08	MHDBM-095cdb0b	GRCh38	chr3	46310863,46310892	2.4052	ISFG2019:P597
mh03KK-008	MHDBM-5b0616ce	GRCh38	chr3	46515344,46515457	2.2100	ALFRED
mh03KK-216	MHDBM-36217cad	GRCh38	chr3	50159658,50159663	2.0660	ALFRED
mh03USC-3pC	MHDBM-0c7e471e	GRCh38	chr3	62048099,62048138,62048145,62048191		10.1016/j.fsigen.2019.102213
mh03USC-3qA	MHDBM-bc69e92e	GRCh38	chr3	98221103,98221116,98221142,98221179		10.1016/j.fsigen.2019.102213
mh03KK-009	MHDBM-c86f4bbb	GRCh38	chr3	114171941,114171967	2.0284	ALFRED
mh03KK-006	MHDBM-96a5a489	GRCh38	chr3	121645325,121645388	1.8206	ALFRED
mh03KK-150	MHDBM-31ac28b1	GRCh38	chr3	131927127,131927156,131927242,131927311	3.1909	ALFRED
mh03AT-09	MHDBM-e34ee4b8	GRCh38	chr3	131927127,131927156	2.5903	ISFG2019:P597
mh03USC-3qB	MHDBM-2f7b83eb	GRCh38	chr3	134173988,134174020,134174027		10.1016/j.fsigen.2019.102213
mh03KK-020	MHDBM-864e58e1	GRCh38	chr3	140566272,140566491	1.9956	ALFRED
mh03USC-3qC	MHDBM-eacabfd9	GRCh38	chr3	196653025,196653034,196653044,196653084,196653121		10.1016/j.fsigen.2019.102213
mh04KK-010	MHDBM-07c8d144	GRCh38	chr4	1985210,1985244	2.7234	ALFRED
mh04AT-10	MHDBM-07c8d144	GRCh38	chr4	1985210,1985244	3.8364	ISFG2019:P597
mh04KK-030	MHDBM-1e252b7e	GRCh38	chr4	3664642,3664675,3664743,3664756	3.9535	ALFRED
mh04CP-003	MHDBM-2be52d8b	GRCh38	chr4	4324722,4324735,4324749	2.9594	ALFRED
mh04CP-004	MHDBM-8408d717	GRCh38	chr4	7402842,7402854,7402870	2.9920	10.1016/j.fsigen.2019.02.018
mh04USC-4pA	MHDBM-d6dfabac	GRCh38	chr4	8120733,8120768,8120801,8120809		10.1016/j.fsigen.2019.102213
mh04CP-005	MHDBM-387049c4	GRCh38	chr4	8778307,8778308,8778336	3.0587	ALFRED
mh04CP-007	MHDBM-0964089f	GRCh38	chr4	10350881,10350903,10350925	3.0832	ALFRED
mh04CP-002	MHDBM-342c1521	GRCh38	chr4	24304952,24304955,24304971	5.3249	ALFRED
mh04USC-4pB	MHDBM-274a640e	GRCh38	chr4	36638137,36638167,36638178		10.1016/j.fsigen.2019.102213
mh04KK-011	MHDBM-82345414	GRCh38	chr4	37857268,37857332	2.4155	ALFRED
mh04KK-074	MHDBM-56f06bb4	GRCh38	chr4	55457429,55457525	2.0271	ALFRED
mh04USC-4qA	MHDBM-7026a721	GRCh38	chr4	58569908,58569910,58569935		10.1016/j.fsigen.2019.102213
mh04KK-013	MHDBM-33a849c2	GRCh38	chr4	67578383,67578461,67578473,67578538,67578583	3.7586	ALFRED
mh04AT-12	MHDBM-973672e0	GRCh38	chr4	67578461,67578473,67578538		ISFG2019:P597
mh04USC-4qB	MHDBM-b1f8974d	GRCh38	chr4	99121084,99121090,99121110		10.1016/j.fsigen.2019.102213
mh04KK-028	MHDBM-e011843a	GRCh38	chr4	99346973,99347032	1.7375	ALFRED
mh04KK-015	MHDBM-b9ca0d85	GRCh38	chr4	99383008,99383090	2.1024	ALFRED
mh04KK-016	MHDBM-1670e3b2	GRCh38	chr4	99392838,99392904	2.0653	ALFRED
mh04KK-017	MHDBM-40955830	GRCh38	chr4	99400285,99400415,99400437	2.6735	ALFRED
mh04KK-029	MHDBM-62100129	GRCh38	chr4	99420681,99420703	1.4070	ALFRED
mh04USC-4qC	MHDBM-fe779bcf	GRCh38	chr4	154873438,154873480,154873485,154873488		10.1016/j.fsigen.2019.102213
mh04KK-019	MHDBM-6f919cdc	GRCh38	chr4	178707936,178708066	2.3254	ALFRED
mh04USC-4qD	MHDBM-0c892502	GRCh38	chr4	181874735,181874763,181874771,181874785		10.1016/j.fsigen.2019.102213
mh04KK-021	MHDBM-7b4cdfe7	GRCh38	chr4	186616978,186617175	2.4395	ALFRED
mh05CP-006	MHDBM-8de30e74	GRCh38	chr5	2136455,2136487,2136491	3.1410	ALFRED
mh05KK-170	MHDBM-22ddbb7d	GRCh38	chr5	2447909,2447937,2448031,2448045	5.2783	ALFRED
mh05AT-13	MHDBM-bdc390c8	GRCh38	chr5	2448031,2448045	2.9892	ISFG2019:P597
mh05KK-062	MHDBM-7016a603	GRCh38	chr5	6844903,6844921	2.1472	ALFRED
mh05CP-004	MHDBM-2d7580bc	GRCh38	chr5	9565017,9565022,9565043	2.8637	ALFRED
mh05KK-022	MHDBM-2f4b3f5c	GRCh38	chr5	9619792,9619823	2.3565	ALFRED
mh05AT-14	MHDBM-2f4b3f5c	GRCh38	chr5	9619792,9619823	2.6584	ISFG2019:P597
mh05KK-078	MHDBM-a6ae4401	GRCh38	chr5	9629357,9629416	1.2937	ALFRED
mh05KK-079	MHDBM-054372b5	GRCh38	chr5	9629610,9629700	1.3804	ALFRED
mh05USC-5pA	MHDBM-c29d8dc9	GRCh38	chr5	11046016,11046056,11046060,11046080		10.1016/j.fsigen.2019.102213
mh05CP-010	MHDBM-df4e5f79	GRCh38	chr5	17903164,17903183,17903208,17903213	3.8114	ALFRED
mh05KK-120	MHDBM-8472ee43	GRCh38	chr5	33951445,33951587,33951720	2.0325	ALFRED
mh05KK-121	MHDBM-5f4e13a2	GRCh38	chr5	33951720,33951955,33951986,33952000	2.5990	ALFRED
mh05KK-122	MHDBM-b7d636c3	GRCh38	chr5	33958804,33958853	1.9927	ALFRED
mh05KK-123	MHDBM-22a6ab26	GRCh38	chr5	33962664,33962771	2.1799	ALFRED
mh05KK-124	MHDBM-ca56bac9	GRCh38	chr5	33969522,33969588	2.2925	ALFRED
mh05KK-023	MHDBM-e04e482d	GRCh38	chr5	38881357,38881435,38881500	2.3102	ALFRED
mh05KK-020	MHDBM-3175540a	GRCh38	chr5	38881357,38881435,38881500,38881525	3.2963	ALFRED
mh05USC-5pB	MHDBM-f49d637a	GRCh38	chr5	44554678,44554694		10.1016/j.fsigen.2019.102213
mh05USC-5qA	MHDBM-cea7d3fb	GRCh38	chr5	56469015,56469033,56469103,56469108		10.1016/j.fsigen.2019.102213
mh05NH-09	MHDBM-843c1099	GRCh38	chr5	96913618,96913646,96913673		10.1016/j.legalmed.2015.06.003
mh05USC-5qB	MHDBM-5c721c58	GRCh38	chr5	107030513,107030526,107030541,107030554		10.1016/j.fsigen.2019.102213
mh05USC-5qC	MHDBM-a3dce276	GRCh38	chr5	133580667,133580689,133580716		10.1016/j.fsigen.2019.102213
mh05NH-10	MHDBM-a8ca41dd	GRCh38	chr5	136051040,136051063,136051110		10.1016/j.legalmed.2015.06.003
mh05USC-5qD	MHDBM-7caf9769	GRCh38	chr5	178840367,178840377,178840413		10.1016/j.fsigen.2019.102213
mh06KK-025	MHDBM-81f9a3b6	GRCh38	chr6	2936965,2936989,2937112	2.5620	ALFRED
mh06CP-007	MHDBM-994edf59	GRCh38	chr6	4383078,4383097,4383120	3.4090	ALFRED
mh06CP-003	MHDBM-565aef21	GRCh38	chr6	5561444,5561462,5561471	3.0322	ALFRED
mh06PK-24844	MHDBM-aa39cbba	GRCh38	chr6	13861392,13861399,13861414,13861421,13861430,13861434,13861438,13861439,13861440,13861446	2.4481	10.1016/j.fsigen.2018.05.008
mh06KK-080	MHDBM-9fe2cdc6	GRCh38	chr6	15542066,15542151	1.3025	ALFRED
mh06KK-026	MHDBM-27068743	GRCh38	chr6	16399415,16399448,16399489	1.9827	ALFRED
mh06KK-030	MHDBM-4f17d55d	GRCh38	chr6	16801535,16801551,16801634	2.6597	ALFRED
mh06USC-6pA	MHDBM-8c95b05a	GRCh38	chr6	23765102,23765123,23765143		10.1016/j.fsigen.2019.102213
mh06PK-25713	MHDBM-7d00efdc	GRCh38	chr6	31196949,31196961,31196972,31196985,31196992,31197001	3.0005	10.1016/j.fsigen.2018.05.008
mh06LV-09	MHDBM-b8f722a9	GRCh38	chr6	33056354,33056359,33056388,33056400,33056411,33056446,33056451,33056457,33056480,33056495,33056521,33056531,33056539,33056546		10.1016/j.fsigen.2018.05.001
mh06USC-6pB	MHDBM-7cd89ff8	GRCh38	chr6	53836249,53836252,53836260		10.1016/j.fsigen.2019.102213
mh06KK-031	MHDBM-b13eb2ea	GRCh38	chr6	69092609,69092767	1.4891	ALFRED
mh06USC-6qA	MHDBM-10663d82	GRCh38	chr6	77233323,77233337,77233339		10.1016/j.fsigen.2019.102213
mh06USC-6qB	MHDBM-a437b0d9	GRCh38	chr6	95924446,95924462,95924463,95924479		10.1016/j.fsigen.2019.102213
mh06USC-6qC	MHDBM-4e008b9e	GRCh38	chr6	119809193,119809227,119809240		10.1016/j.fsigen.2019.102213
mh06USC-6qD	MHDBM-8da2d8d7	GRCh38	chr6	163606630,163606705,163606714,163606725		10.1016/j.fsigen.2019.102213
mh06KK-008	MHDBM-ed9ca745	GRCh38	chr6	169255933,169255983,169256024,169256152	4.1720	ALFRED
mh06NH-11	MHDBM-ca54e9af	GRCh38	chr6	169569958,169570017,169570049		10.1016/j.legalmed.2015.06.003
mh06KK-101	MHDBM-8a2c760e	GRCh38	chr6	170280714,170280900	1.7068	ALFRED
mh07USC-7pA	MHDBM-7f396ac7	GRCh38	chr7	11573508,11573525,11573544,11573551		10.1016/j.fsigen.2019.102213
mh07CP-004	MHDBM-9f52aec1	GRCh38	chr7	16789069,16789073,16789076,16789085,16789114	2.9468	ALFRED
mh07USC-7pB	MHDBM-fb03f07f	GRCh38	chr7	25407969,25407971,25407994,25408020		10.1016/j.fsigen.2019.102213
mh07NH-12	MHDBM-c461b994	GRCh38	chr7	39429982,39430036,39430062		10.1016/j.legalmed.2015.06.003
mh07PK-38311	MHDBM-3ae6dc1b	GRCh38	chr7	52677450,52677456,52677462,52677508	2.3053	10.1016/j.fsigen.2018.05.008
mh07KK-030	MHDBM-30e2d2b6	GRCh38	chr7	53594403,53594437,53594500	2.4109	ALFRED
mh07USC-7pC	MHDBM-ae69a0fa	GRCh38	chr7	57150395,57150406,57150414,57150419,57150445		10.1016/j.fsigen.2019.102213
mh07USC-7qA	MHDBM-09d9c9fc	GRCh38	chr7	68587893,68587936,68587946		10.1016/j.fsigen.2019.102213
mh07KK-031	MHDBM-b88f697f	GRCh38	chr7	97104659,97104744	2.1214	ALFRED
mh07KK-081	MHDBM-3182e2a9	GRCh38	chr7	99652769,99652851	1.1511	ALFRED
mh07USC-7qB	MHDBM-0af2d2dd	GRCh38	chr7	115032625,115032629,115032665		10.1016/j.fsigen.2019.102213
mh07KK-082	MHDBM-1a785986	GRCh38	chr7	141973450,141973544	1.8085	ALFRED
mh07USC-7qC	MHDBM-6531b2fe	GRCh38	chr7	151821663,151821692,151821719,151821720,151821731		10.1016/j.fsigen.2019.102213
mh08PK-46625	MHDBM-840756f3	GRCh38	chr8	1194352,1194356,1194364,1194371	2.6273	10.1016/j.fsigen.2018.05.008
mh08USC-8pA	MHDBM-3fc30baf	GRCh38	chr8	3448907,3448913,3448925,3448935		10.1016/j.fsigen.2019.102213
mh08KK-039	MHDBM-5078e94d	GRCh38	chr8	3659269,3659313,3659351,3659400,3659461,3659481	3.9708	ALFRED
mh08KK-032	MHDBM-90c91a19	GRCh38	chr8	11738319,11738459	2.2865	ALFRED
mh08USC-8pB	MHDBM-dfcf526b	GRCh38	chr8	40806674,40806697,40806707,40806709,40806723		10.1016/j.fsigen.2019.102213
mh08USC-8qA	MHDBM-d80aad76	GRCh38	chr8	62032395,62032425,62032463		10.1016/j.fsigen.2019.102213
mh08USC-8qB	MHDBM-136b8e21	GRCh38	chr8	86148149,86148157,86148187		10.1016/j.fsigen.2019.102213
mh08CP-009	MHDBM-f1e79b99	GRCh38	chr8	112168152,112168167,112168168	3.0841	10.1016/j.fsigen.2019.02.018
mh08USC-8qC	MHDBM-95c68f0b	GRCh38	chr8	137028438,137028480,137028499,137028520		10.1016/j.fsigen.2019.102213
mh09KK-161	MHDBM-43890ace	GRCh38	chr9	344228,344331	1.8209	ALFRED
mh09KK-033	MHDBM-8458b727	GRCh38	chr9	680713,680762,680790	2.8101	ALFRED
mh09AT-15	MHDBM-b46abf2e	GRCh38	chr9	680713,680762,680767,680790	2.8991	ISFG2019:P597
mh09USC-9pA	MHDBM-3eb8b948	GRCh38	chr9	2288646,2288676,2288699,2288709,2288717		10.1016/j.fsigen.2019.102213
mh09NH-13	MHDBM-b0cc1f39	GRCh38	chr9	6534435,6534465,6534507		10.1016/j.legalmed.2015.06.003
mh09KK-034	MHDBM-c3fa885e	GRCh38	chr9	12672274,12672319	2.1935	ALFRED
mh09KK-020	MHDBM-13b503c9	GRCh38	chr9	16795160,16795164,16795242,16795287	2.4810	ALFRED
mh09USC-9pB	MHDBM-7da7af40	GRCh38	chr9	31196676,31196714,31196731,31196744		10.1016/j.fsigen.2019.102213
mh09USC-9qA	MHDBM-90eb4532	GRCh38	chr9	70747687,70747714,70747746		10.1016/j.fsigen.2019.102213
mh09KK-152	MHDBM-36a7f7d1	GRCh38	chr9	83193733,83193792,83193814,83193874	2.8621	ALFRED
mh09AT-16	MHDBM-8d216e58	GRCh38	chr9	83193792,83193814,83193874	1.9553	ISFG2019:P597
mh09KK-153	MHDBM-1651deb9	GRCh38	chr9	101207457,101207492,101207569	2.9661	ALFRED
mh09USC-9qB	MHDBM-1de2369f	GRCh38	chr9	102141544,102141545,102141554,102141580		10.1016/j.fsigen.2019.102213
mh09LV-02	MHDBM-46974475	GRCh38	chr9	126716993,126717000,126717001,126717015,126717019,126717041,126717051,126717057,126717061,126717062,126717064,126717065,126717088,126717089,126717110,126717115,126717128,126717166,126717175,126717178,126717180,126717188,126717193,126717195,126717197,126717200,126717201,126717203,126717206,126717207,126717209,126717213,126717224,126717236,126717245,126717247,126717254,126717255,126717263,126717268,126717269,126717299,126717300,126717309,126717335		10.1016/j.fsigen.2018.05.001
mh09KK-157	MHDBM-d57c98ab	GRCh38	chr9	132987091,132987107,132987175,132987204,132987244	3.4445	ALFRED
mh09AT-17	MHDBM-b34d6dc3	GRCh38	chr9	132987175,132987204,132987244	3.0656	ISFG2019:P597
mh09USC-9qC	MHDBM-46fb8873	GRCh38	chr9	133903714,133903729,133903741,133903772,133903791		10.1016/j.fsigen.2019.102213
mh09KK-035	MHDBM-55752043	GRCh38	chr9	134525268,134525461	2.6362	ALFRED
mh09AT-18	MHDBM-f34a0fd9	GRCh38	chr9	134525429,134525458,134525461	2.4177	ISFG2019:P597
mh10KK-163	MHDBM-195029a7	GRCh38	chr10	3120217,3120230,3120293,3120332,3120476	4.6274	ALFRED
mh10AT-19	MHDBM-d0337f9d	GRCh38	chr10	3120217,3120230,3120293	2.7974	ISFG2019:P597
mh10CP-006	MHDBM-f3170acd	GRCh38	chr10	6217655,6217663,6217664,6217693,6217698	2.8701	10.1016/j.fsigen.2019.02.018
mh10USC-10pA	MHDBM-9632d6cb	GRCh38	chr10	10370253,10370276,10370279		10.1016/j.fsigen.2019.102213
mh10NH-14	MHDBM-0a571486	GRCh38	chr10	11288561,11288584,11288612	2.4215	10.1016/j.legalmed.2015.06.003
mh10KK-169	MHDBM-7dea0c4b	GRCh38	chr10	14166361,14166510,14166588,14166611,14166652	4.5565	ALFRED
mh10CP-005	MHDBM-c110d1ac	GRCh38	chr10	14613455,14613468,14613487	3.1134	10.1016/j.fsigen.2019.02.018
mh10LV-03	MHDBM-e58b05b5	GRCh38	chr10	16674549,16674557,16674564,16674565,16674607,16674623,16674629,16674631,16674632,16674634,16674642,16674655,16674673,16674678,16674696,16674700,16674742,16674748,16674749,16674777,16674787,16674797,16674819,16674852,16674853,16674873		10.1016/j.fsigen.2018.05.001
mh10CP-003	MHDBM-ff317646	GRCh38	chr10	24304121,24304127,24304146	3.0709	ALFRED
mh10USC-10pB	MHDBM-ac0a4a38	GRCh38	chr10	25550464,25550502,25550516		10.1016/j.fsigen.2019.102213
mh10NH-15	MHDBM-a36b9fa2	GRCh38	chr10	33201755,33201798,33201851		10.1016/j.legalmed.2015.06.003
mh10USC-10qA	MHDBM-870e3f09	GRCh38	chr10	44446526,44446541,44446553		10.1016/j.fsigen.2019.102213
mh10KK-170	MHDBM-a362392e	GRCh38	chr10	77150283,77150315,77150472	2.8471	ALFRED
mh10USC-10qB	MHDBM-beabc817	GRCh38	chr10	81422390,81422401,81422406		10.1016/j.fsigen.2019.102213
mh10KK-083	MHDBM-ad2d3330	GRCh38	chr10	94761816,94761899	1.5740	ALFRED
mh10KK-084	MHDBM-b5c94a06	GRCh38	chr10	95058348,95058361	1.1699	ALFRED
mh10KK-085	MHDBM-351b30d4	GRCh38	chr10	95067392,95067420	1.7710	ALFRED
mh10KK-086	MHDBM-b71193ce	GRCh38	chr10	95069672,95069771	1.8449	ALFRED
mh10KK-087	MHDBM-ea69bce3	GRCh38	chr10	105121710,105121752	1.8530	ALFRED
mh10NH-16	MHDBM-1dbaf308	GRCh38	chr10	113584043,113584071,113584092		10.1016/j.legalmed.2015.06.003
mh10PK-62104	MHDBM-5f9c6cab	GRCh38	chr10	127392565,127392577,127392596,127392610,127392611,127392620,127392632	2.0199	10.1016/j.fsigen.2018.05.008
mh10USC-10qC	MHDBM-9fc26782	GRCh38	chr10	133152559,133152612,133152649		10.1016/j.fsigen.2019.102213
mh10KK-101	MHDBM-32587a6d	GRCh38	chr10	133533422,133533454	2.0834	ALFRED
mh10KK-088	MHDBM-a2aaddf0	GRCh38	chr10	133537759,133537857	1.4548	ALFRED
mh11PK-62906	MHDBM-796e0392	GRCh38	chr11	247979,247985,247997,248001,248009,248015,248035	2.3576	10.1016/j.fsigen.2018.05.008
mh11KK-180	MHDBM-6d611fb7	GRCh38	chr11	1669560,1669680,1669738,1669753	4.0080	ALFRED
mh11AT-20	MHDBM-cac036b3	GRCh38	chr11	1669719,1669738,1669753	3.4882	ISFG2019:P597
mh11KK-036	MHDBM-3c24c3d4	GRCh38	chr11	5088715,5088837	2.5840	ALFRED
mh11AT-21	MHDBM-3c24c3d4	GRCh38	chr11	5088715,5088837		ISFG2019:P597
mh11CP-003	MHDBM-a2ff96a7	GRCh38	chr11	5854636,5854653,5854658	3.4156	ALFRED
mh11USC-11pA	MHDBM-7c6d9d1a	GRCh38	chr11	14767417,14767470,14767490		10.1016/j.fsigen.2019.102213
mh11NH-17	MHDBM-bca12cd3	GRCh38	chr11	17400242,17400312,17400338	2.6536	10.1016/j.legalmed.2015.06.003
mh11CP-004	MHDBM-593f807f	GRCh38	chr11	21063267,21063268,21063292	2.3393	ALFRED
mh11CP-005	MHDBM-71f2c227	GRCh38	chr11	23335742,23335767,23335773	2.8136	ALFRED
